33226224_635.cml_Service_messages_0	Service messages	"Service messages."
36483568_516.cml_Additional_settings_2	Additional settings	"Map color

  Map color : select and make settings depending on the light conditions.
-  Modern 
-  Classic "
36483568_516.cml_Additional_settings_3	Additional settings	"Map mode

  Day/night view : select and make settings depending on the light conditions.
-  Day mode 
-  Night mode 
-  Automatic "
36483568_517.cml_Adjusting_0	Adjusting	"Settings are stored for the profile currently used.
1.  Navigation 
2.  Map 
3.  Map views "
36483568_517.cml_Adjusting_1	Adjusting	"Map views

 -  View facing north 
-  Direction of travel view 
-  Perspective view 
-  Arrow display 
-  Electric range (2D) 
-  Traffic info map 
-  Map content 
-  Map mode 
-  Status info "
36483568_517.cml_Adjusting_2	Adjusting	"Range map

  Electric range (2D) : the range maps with the current and most economical Driving Dynamics Control mode are displayed as colored lines on the map.  Electric range (2D) : if Max eDRIVE is activated, the ranges with the current and most economical Driving Dynamics Control mode are displayed as colored lines on the map. If a preferred charging station has been specified, it is also displayed on the map. Specifying a preferred charging station."
36483568_517.cml_Adjusting_3	Adjusting	"Traffic bulletin map

  Traffic info map : information about traffic flow is displayed in a special map view. The symbols for the other additional information set are also displayed."
36483568_517.cml_Adjusting_4	Adjusting	"Additional information

  Map content 
-  Points of Interest : symbols for Points of Interest are displayed. Display.
-  Traffic icons : symbols for traffic information are displayed.
-  Traffic flow : depending on the map scale, a traffic obstruction's length, direction, and impact are displayed in the map using traffic signs or colored lines along the calculated route provided that corresponding traffic information is present. Information about traffic flow in the map view.
-  Weather : weather symbols are displayed on the map.
Displayed symbols: clear skies, cloudy skies, rain, thunder shower, and snowfall, each with the current temperature.
The weather information is updated automatically.
The symbols are displayed in several selected scales.
-  Satellite images : depending on availability and resolution, in some scales satellite images are displayed as the background.
- 3D  Perspective view in 3D : prominent areas that are present in the navigation data are displayed on the map in 3D.
-  Arrow display : display map with arrow view."
36483568_517.cml_Adjusting_5	Adjusting	"Map mode

  Map mode : select and make settings depending on the light conditions.
-  Day 
-  Automatic "
36483568_517.cml_Adjusting_6	Adjusting	"Map color

 1. Open  Options .
2.  Map color 
3.  Modern  or  Classic "
36483568_517.cml_Adjusting_7	Adjusting	"Status information

 -  Status info : show/hide status fields."
36483568_518.cml_Scale_0	Scale	"Change

 1. Select the symbol.
2. To change the scale: turn the Controller."
36483568_518.cml_Scale_1	Scale	"Automatically scaled map scale

   Auto map scale : in the north-oriented map view, the entire route from the starting location to the destination is displayed. This view is also selected if the scale is adjusted until the following appears:  AUTO .
 Auto zoom : the map scale is adapted to the situation before the next driving maneuver."
36483568_519.cml_Map_view_for_split_screen_0	Map view for split screen	"1. Switch on the split screen.
2. Move the Controller to the right repeatedly until the split screen is selected.
3. Press the Controller.
4. Select desired setting.
5. To change the scale: select the split screen and turn the Controller."
36483568_520.cml_Screens_related_to_the_destination_0	Screens related to the destination	"Displays

 When destination guidance is active, photos can be viewed of some destinations via BMW Online.
1.  Navigation 
2.  Map 
3.  Guidance 
4.  Pictures at destination 
5. Depending on availability, a selection of photos is available for viewing."
36483756_796.cml_Adding_engine_oil_0	Adding engine oil	"Adding

 Add engine oil within the next 200 km 200 km, approx. 120 miles 125 miles/200 km . Observe the quantity to be added in the message. Have engine oil added by a dealer's service center or another qualified service center or repair shop."
36483756_796.cml_Adding_engine_oil_1	Adding engine oil	"Engine oil types to add

 Information

 CAUTION
Oil additives can damage the engine. There is risk of property damage. Do not use oil additives.
The engine oil quality is critical for the life of the engine.
Some types of engine oils may not be available in all countries. Viscosity grades

 When selecting an engine oil, ensure that the engine oil belongs to one of the viscosity grades SAE 0W-40, SAE 0W-30, SAE 5W-40, SAE 5W-30, 0W-20 or 5W-20. When selecting an engine oil, make sure that the engine oil has the viscosity grade SAE 0W-30 or SAE 0W-20. Alternatively, also engine oils with viscosity grades SAE 5W-20, SAE 5W-30, SAE 0W-40 or SAE 5W-40 can be used. The viscosity grades SAE 0W-20 or SAE 5W-20 are only suitable for particular engines. When selecting an engine oil, make sure that the engine oil has the viscosity grade SAE 0W-30. Alternatively, also engine oils with viscosity grades SAE 5W-30, SAE 0W-40 or SAE 5W-40 can be used. The viscosity grades 0W-20 and 5W-20 are only suitable for particular engines. More information about suitable engine oil ratings and viscosities of engine oils is available at a dealer's service center or another qualified service center or repair shop.
Suitable engine oil types

 Add engine oils that meet the following oil rating standards: Add engine oils that meet the following oil rating standards: Oil rating
BMW Longlife-01 FE. Oil rating
BMW Longlife-12 FE. Oil rating
BMW Longlife-01.
BMW Longlife-01 FE.
BMW Longlife-04. BMW Longlife-12 FE. Oil rating
BMW Longlife-04.
BMW Longlife-12 FE. The oil rating BMW Longlife-12 FE+ is only suitable for particular diesel motors. More information about suitable engine oil ratings and viscosities of engine oils is available at a dealer's service center or another qualified service center or repair shop. Alternative engine oil types

 If approved engine oils are not available, up to 1 liter 1 liter, approx. 2 pints  of an engine oil with the following oil rating can be added: If an engine oil suitable for continuous use is not available, up to 1 US quart/liter of an engine oil with the following oil rating can be added:
Oil rating
BMW Longlife-01.
API SL or superior oil rating. Oil rating
BMW Longlife-04.
API SL or superior oil rating. Oil rating
ACEA A3/B4. Oil rating
ACEA C3."
